1.6,4840,2,2,16,11,12,10,66,16,14,18,0.045454545454545456,1805,3035,748,748,0
1.5818181818181818,4785,2,2,18,18,12,16,64,16,13,18,0.04597701149425287,1754,3031,748,748,0
1.6181818181818182,4895,2,2,18,15,12,12,65,14,14,18,0.0449438202247191,1791,3104,748,748,0
1.5818181818181818,4785,2,2,18,14,12,13,63,16,13,18,0.04597701149425287,1718,3067,748,748,0
1.6,4840,2,4,16,8,12,10,64,12,14,17,0.06818181818181818,1728,3112,748,748,0
1.5818181818181818,4785,2,4,16,10,14,7,63,12,12,17,0.06896551724137931,1689,3096,748,748,0
1.6111111111111112,4698,2,2,18,14,12,8,63,12,13,17,0.04597701149425287,1724,2974,680,680,0
1.5636363636363637,4730,2,2,14,14,12,6,62,12,12,18,0.046511627906976744,1708,3022,748,748,0
1.6,4840,2,2,18,13,12,15,66,16,13,18,0.045454545454545456,1777,3063,748,748,0
1.5818181818181818,4785,2,4,18,14,12,11,66,16,14,18,0.06896551724137931,1755,3030,748,748,0
1.6,4840,2,2,18,10,12,16,67,16,14,19,0.045454545454545456,1798,3042,748,748,0
1.6,4840,2,2,14,6,12,8,68,12,13,18,0.045454545454545456,1791,3049,748,748,0
1.5818181818181818,4785,2,2,16,15,12,12,64,14,12,18,0.04597701149425287,1756,3029,748,748,0
1.6363636363636365,4950,2,4,18,15,12,15,66,16,14,17,0.06666666666666667,1818,3132,792,792,0
1.6,4840,2,2,18,13,12,17,66,12,14,18,0.045454545454545456,1828,3012,748,748,0
1.5818181818181818,4785,2,2,16,11,12,4,67,10,14,18,0.04597701149425287,1773,3012,748,748,0
1.6181818181818182,4895,2,2,16,13,12,9,68,10,14,18,0.0449438202247191,1822,3073,748,748,0
1.5535714285714286,4872,2,2,18,15,12,9,64,14,13,18,0.04597701149425287,1753,3119,748,748,0
1.6181818181818182,4895,2,2,18,12,12,7,64,16,15,18,0.0449438202247191,1769,3126,748,748,0
1.5714285714285714,4928,2,4,20,10,12,11,66,16,14,17,0.06818181818181818,1740,3188,748,748,0
1.5535714285714286,4872,2,2,20,17,12,9,60,16,13,18,0.04597701149425287,1737,3135,748,748,0
1.5535714285714286,4872,2,2,18,11,12,6,68,14,14,18,0.04597701149425287,1789,3083,748,748,0
1.5818181818181818,4785,2,2,16,11,12,6,64,14,14,17,0.04597701149425287,1729,3056,748,748,0
1.5714285714285714,4928,2,2,20,17,12,19,64,16,14,19,0.045454545454545456,1802,3126,748,748,0
1.5892857142857142,4984,4,2,20,15,12,16,66,16,13,18,0.06741573033707865,1801,3183,748,748,0
1.5714285714285714,4928,2,4,20,9,12,12,65,16,14,18,0.06818181818181818,1791,3137,748,748,0
1.5714285714285714,4928,2,2,20,6,12,10,64,16,14,18,0.045454545454545456,1798,3130,748,748,0
1.6071428571428572,5040,2,2,20,12,12,12,64,16,14,18,0.044444444444444446,1850,3190,792,792,0
1.543859649122807,5016,2,2,20,14,12,12,67,16,14,19,0.045454545454545456,1840,3176,748,748,0
1.5714285714285714,4928,2,2,20,10,12,13,64,12,14,18,0.045454545454545456,1796,3132,748,748,0
1.5892857142857142,4984,2,2,20,12,12,10,66,12,13,18,0.0449438202247191,1817,3167,748,748,0
1.543859649122807,5016,2,4,20,9,12,11,63,16,14,17,0.06818181818181818,1766,3250,748,748,0
1.5892857142857142,4984,2,2,20,13,12,13,64,14,15,17,0.0449438202247191,1780,3204,748,748,0
1.5535714285714286,4872,2,2,16,12,12,6,64,10,12,16,0.04597701149425287,1734,3138,748,748,0
1.5263157894736843,4959,2,2,20,11,12,7,63,14,14,18,0.04597701149425287,1788,3171,748,748,0
1.5263157894736843,4959,2,2,20,19,12,11,65,16,14,18,0.04597701149425287,1784,3175,748,748,0
1.5535714285714286,4872,2,2,20,9,12,8,65,12,14,17,0.04597701149425287,1771,3101,748,748,0
1.543859649122807,5016,2,2,20,14,12,15,64,16,14,18,0.045454545454545456,1811,3205,748,748,0
1.543859649122807,5016,2,4,20,13,12,11,66,16,14,17,0.06818181818181818,1807,3209,748,748,0
1.5892857142857142,4984,2,2,20,14,12,14,66,14,14,17,0.0449438202247191,1812,3172,748,748,0
1.5689655172413792,5278,2,4,20,17,12,15,65,16,15,18,0.06593406593406594,1887,3391,792,792,0
1.5714285714285714,4928,2,2,20,8,12,11,63,12,14,17,0.045454545454545456,1787,3141,748,748,0
1.6071428571428572,5040,2,2,22,8,12,9,67,14,14,17,0.044444444444444446,1805,3235,792,792,0
1.5818181818181818,4785,2,4,16,12,12,6,63,14,14,16,0.06896551724137931,1751,3034,748,748,0
1.6296296296296295,4752,2,4,20,15,12,20,62,16,13,15,0.06818181818181818,1725,3027,680,680,0
1.5535714285714286,4872,2,2,16,8,12,7,66,10,13,18,0.04597701149425287,1781,3091,748,748,0
